feature_set,n_trees,max_depth_cfg,max_features,internal_nodes,leaves,max_depth,features_used,n_features_used,test_accuracy,test_f1,test_recall,test_precision,test_fpr,test_fp,test_fn,train_accuracy,cycles_per_frame,latency_us_at_100mhz
no_rate,1,8,all,17,18,8,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,burst,pl_popcount",6,0.9953838077594634,0.9871807738016638,0.9999571977357602,0.9747267189586115,0.0056048391760446905,2423,4,0.9950737791911868,12,0.12
no_rate,3,2,sqrt,7,10,2,"dt_id,dt_id_dev,pl_popcount",3,0.9914637532857322,0.9765497638256072,0.9999464971697003,0.9542228712052363,0.010369993407432252,4483,5,0.9927419078739649,6,0.06
no_rate,3,2,all,9,12,2,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,pl_popcount",5,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950756812069431,6,0.06
no_rate,3,3,sqrt,13,16,3,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,burst,pl_popcount",6,0.9953876117909761,0.9871910670237322,0.9999464971697003,0.9747569574832061,0.005597899631047524,2420,5,0.9950718771754306,7,0.07
no_rate,3,3,all,20,23,3,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,burst,pl_popcount",6,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950756812069431,7,0.07
no_rate,3,4,sqrt,21,24,4,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,burst,pl_popcount",6,0.9953876117909761,0.9871910670237322,0.9999464971697003,0.9747569574832061,0.005597899631047524,2420,5,0.9950718771754306,8,0.08
no_rate,3,4,all,26,29,4,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,burst,pl_popcount",6,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950756812069431,8,0.08
no_rate,3,5,sqrt,23,26,5,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,burst,pl_popcount",6,0.9953876117909761,0.9871910670237322,0.9999464971697003,0.9747569574832061,0.005597899631047524,2420,5,0.9950718771754306,9,0.09
no_rate,3,5,all,32,35,5,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,burst,pl_popcount",6,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950756812069431,9,0.09
no_rate,3,6,sqrt,30,33,6,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,burst,pl_popcount",6,0.9953876117909761,0.9871910670237322,0.9999464971697003,0.9747569574832061,0.005597899631047524,2420,5,0.9950718771754306,10,0.1
no_rate,3,6,all,40,43,6,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,burst,pl_popcount",6,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950756812069431,10,0.1
no_rate,3,8,sqrt,45,48,8,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,burst,pl_popcount",6,0.9953876117909761,0.9871910670237322,0.9999464971697003,0.9747569574832061,0.005597899631047524,2420,5,0.9950718771754306,12,0.12
no_rate,3,8,all,56,59,8,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,burst,pl_popcount",6,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950756812069431,12,0.12
no_rate,5,2,sqrt,12,17,2,"dt_id,dt_id_dev,dt_bus,pl_popcount",4,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950756812069431,6,0.06
no_rate,5,2,all,15,20,2,"dt_id,dt_id_dev,dt_ratio_q6,dt_bus,pl_popcount",5,0.9953857097752198,0.9871858526742798,0.9999464971697003,0.9747467898903712,0.005600212812713247,2421,5,0.9950756812069431,6,0.06
